uid_vk,uid_inst
37126739,1027877793
37127567,1375264021
37141079,309385956
37192671,1495868958
37250012,723726447
37254780,419485315
37263892,186171976
37264969,802587720
37281324,286227604
37295568,1111991411
37299218,3167064737
37310418,279322752
37318793,514642603
37319133,537328703
37329712,349854908
37332301,48906275
37339118,298632187
37341252,1612676404
37390255,212931725
37401520,321353929
37402149,447896457
37406342,424555855
37424405,1573026382
37444561,643992255
37607319,399021201
37610401,977566324
37657475,866836426
37660598,1482925719
37665784,1264381024
37671400,1941569512
37686408,389839451
37721866,510823914
37722523,2285780505
37743152,1219375479
37749084,1490868634
37783911,474031651
37786737,474761095
37810153,467742670
37816470,2323175177
37817894,421429010
37832932,229179817
37847063,1479842880
37847110,246527339
37853647,1325868262
37857515,194700984
37866566,21059394
37894600,3032703821
37901410,1455789754
37917071,492499348
37931343,548649092
38024914,264018365
38028682,1038000014
38031161,1212180707
38042363,2056700627
38065220,1978538907
38142178,1027941040
38152213,1420500422
38198850,1613073173
38211539,1083977133
38219085,2223324044
38227559,448627652
38256457,481849510
38281904,3169101631
38291017,495244619
38305482,408749626
38317119,3276539976
38355695,2085953898
38387925,546355255
38397655,959024432
38485895,268341455
38488911,1557335675
38490626,516088419
38499493,232770556
38523796,900777773
38548816,3675293124
38551802,179314448
38554846,260445009
38569463,1286156449
38613163,818709824
38627277,1465136492
38645111,1481298355
38648232,464482213
38655968,1441753029
38669175,1195170736
38694543,280227623
38725799,356406419
38752973,358210315
38768715,2246568887
38774759,487762078
38774793,534941535
38810963,1326174943
38844170,322569612
38856221,1393127490
38875498,2103262079
38883133,393010803
38916685,1666264110
38949475,345635633
38950667,498616268
38960827,1985821427
38971649,4029152068
39041290,303504230
39044057,1647638442
39070539,491142934
39086294,482690211
39090553,259570455
39101503,296020247
39121779,295465683
39143640,335648175
39220227,335367860
39222061,3453238175
39226493,295668061
39280628,619167551
39295788,502626429
39325639,2219042377
39334072,1400306023
39375202,403406761
39388090,1436427471
39391962,1094141183
39408281,713540768
39411431,3125193166
39413924,534085728
39416798,3059750327
39424079,1248458194
39471560,3616064555
39502151,3145877739
39502816,3760907274
39516611,1543547620
39530314,370352173
39539449,1526402451
39546173,1532130361
39588275,1072141495
39599176,263189225
39599529,752993857
39627066,2200301948
39638001,1044940045
39669783,1553316618
39688643,312793571
39701429,1530232678
39701906,367623279
39741162,655749119
39750018,361509269
39767491,845378906
39780269,581610980
39817742,1202587232
39881470,1529947862
39910760,546992239
39929074,296897027
39939162,3177761210
39942337,1243625491
39947862,205400181
39948596,515014921
40007493,1365684469
40010655,4184602608
40014873,515542591
40019435,1646669399
40061786,569220396
40069291,687301097
40083954,1670829342
40124286,2160899126
40195716,353598377
40199430,1731335155
40201815,589375789
40208118,4837407191
40208984,2048863809
40209653,1577081592
40219774,509387175
40226925,2313147878
40286759,2336033056
40287279,643313764
40301734,1623397672
40330870,349047722
40343065,329569099
40384362,2692034276
40386650,1364795497
40402048,450692899
40408801,420772591
40411339,2888283198
40439957,529640746
40450583,3190268524
40467625,896114328
40474295,2121519821
40505295,1452762411
40509075,281225401
40509182,282325283
40510357,1543969793
40512199,1239621588
40513476,4747683179
40519558,288458628
40576752,599468618
40579665,2211369300
40586590,336121560
40605426,438532107
40638372,294983887
40683546,1824717723
40694315,1554018072
40731429,255103859
40735359,946119231
40756720,775989595
40852160,1290510285
40863396,255113175
40865530,493426413
40890942,3427107804
40909594,303400233
40968746,1118234406
40970861,521023142
40974887,540376968
41027497,811482034
41036731,536144517
41069557,1288515387
41100240,3427973917
41103067,800360908
41139816,299985332
41158467,3051114695
41219607,1187737754
41251544,2096564385
41255408,2047754532
41263189,317052629
41271585,1524179791
41286516,210698884
41322221,1539014840
41339727,1520204220
41346774,258951589
41359875,273246942
41391239,547155685
41415975,274162423
41436258,282344719
41473731,2153911367
41480569,1499859133
41490742,2497169549
41494064,1534504757
41506764,500997223
41530144,1934544510
41530265,1577649503
41535869,1905609426
41582537,24485013
41622746,1172787103
41656370,1568235817
41660905,54430187
41692912,223494788
41738643,544926966
41755027,1058953004
41782819,3279360119
41832802,1107264043
41834850,1104018166
41845057,326430249
41846699,1542757631
41850492,1427985218
41909102,910298199
41912209,316908855
41913763,1112862675
41914622,336176380
41915876,864537330
42005929,2302935825
42025305,234422019
42028647,1938039092
42037388,378377063
42041014,1563428891
42055073,257722813
42075435,348731217
42093158,360562656
42096919,445222544
42100671,1833985288
42122409,905935267
42132870,1474648903
42145986,480369690
42186537,2244155877
42191740,347535178
42207139,222921913
42207621,4057850037
42212213,1106237010
42216470,342719276
42225636,1546385000
42228101,2967172665
42243472,1159041854
42247379,1077083766
42266690,1223513663
42280771,572327441
42292486,3666811020
42294761,1365527448
42335478,784420930
42353494,410047747
42405892,572785497
42421161,665447737
42436322,334158857
42443844,529826744
42551230,3271317896
42576488,290580145
42607715,1409304056
42629051,1228318719
42697377,1535619834
42710591,211283887
42716227,1993861138
42740493,469906238
42833883,1029651811
42893869,1588057986
42919382,1405647538
42925569,396813265
42947028,1572772862
42953319,1426958033
42956776,1091957657
43014435,327053647
43033902,1234411006
43128919,538078674
43232966,459895695
43234811,1488348651
43301949,201571658
43323488,1054605969
43344310,521441647
43353587,219677863
43439723,514309556
43486526,269344155
43494143,2233967163
43509769,634535412
43532526,1525347975
43540209,1298099033
43545483,1916198159
43545610,2037958600
43600601,2074260240
43617457,461103861
43635821,1508916596
43691503,651591173
43715807,1041561868
43753027,895282623
43753619,1100721114
43764023,2189596922
43854489,16872842
43881391,1924215331
43883254,1466926780
43889926,3050197019
43898276,366368427
43908988,314945189
43915107,200634278
44013589,1305161389
44047718,563477864
44060046,510391108
44073163,552889729
44121288,586307003
44162077,1430599312
44165266,294348409
44173150,936277045
44193128,1046767145
44196514,330617567
44223187,420425124
44241677,3212040617
44257085,282665871
44276374,1724165771
44292747,2930378806
44294298,3261817062
44295800,1425007867
44296093,748513048
44321160,1547631149
44360862,1611206622
44380968,360442925
44404259,1970351517
44434900,615333823
44465273,3031299062
44495728,465282975
44497777,2127859868
44560013,791200878
44591558,1310353759
44601857,606219712
44606993,1476256363
44607470,1041544900
44612609,517207836
44626619,1115712273
44649132,463496073
44714627,1483713917
44749711,4058171351
44837137,398267195
44838144,1465262400
44872113,1367269180
44900603,1180964887
44919478,1149641565
44960787,1169496446
45048627,914624025
45054707,1273152421
45104783,297034513
45122607,2921802212
45141825,588081473
45144437,649134031
45144685,1448844799
45146317,387127575
45149822,605147366
45160311,540978304
45206592,533214565
45211423,1365839514
45243724,270886127
45249396,332040397
45259619,917184643
45277578,476044455
45345784,244654608
45404808,1009675537
45406986,1824469657
45417598,4018271028
45471473,325616097
45480376,647257996
45481814,319735818
45488039,570849090
45510270,273388663
45514112,515903134
45530365,260360955
45562998,799579041
45635685,1287189230
45643531,1720728820
45651390,630536221
45692652,537558005
45729332,264426890
45753017,819970625
45766331,217780275
45820904,1142559291
45846754,1500759913
45851911,2998232306
45973058,935627848
46029664,1518803029
46231051,534682194
46258728,334581207
46272662,1647352939
46298250,404954334
46311752,1931490415
46321430,191275363
46339786,1443997161
46416774,1931871192
46417548,432982790
46423761,268599902
46438398,654971810
46484643,1593968729
46496667,1390941406
46511112,1283771572
46577902,406419039
46608307,1537913326
46736298,422673046
46763490,3086338070
46780403,517922159
46782444,4236081904
46784132,524359851
46860739,892976678
46886541,1572216594
46923344,2236234284
46965861,529143817
47106887,1479295142
47129147,1246126649
47195591,306174423
47196171,436760410
47238652,1747550768
47412560,1117915195
47424870,1635305781
47527957,1555981643
47555860,417469447
47571094,1240744346
47617036,41636483
47656147,1547725228
47762114,1407482636
47807130,551461824
47855256,2923454187
47869871,332842384
47957570,715867083
48036463,241926097
48045310,242473923
48052472,1431694835
48053656,410797873
48058920,582463505
48077823,398773708
48086728,496752602
48103451,1226904400
48123204,635859545
48132810,2916165749
48163584,385667332
48208293,1133431103
48214096,434904753
48220627,1401578541
48239350,1307284653
48330971,290097782
48338712,775809769
48366542,1457679573
48387298,51663398
48406830,2248085802
48422885,465553406
48426073,1438874310
48429259,3036914780
48500508,1633666599
48507004,531484325
48515973,207521676
48537029,1442609346
48558965,250314931
48588961,229288375
48648949,370414254
48665448,2101708756
48707596,623941425
48724304,1557430228
48729125,305434722
48743475,1199353169
48756405,529600500
48793810,715091761
48806638,289000513
48853251,49269492
48869379,144579740
48882358,1143128520
48886826,256011386
48930315,3046049551
49022493,451398662
49031852,1972560342
49110397,732783435
49192152,486137484
49211657,376503695
49217784,417835199
49231600,1482144803
49255560,487382728
49285694,4288351081
49340786,219717650
49369406,1027166847
49393287,1266965526
49396400,1478994914
49436078,1463453424
49490568,1021479566
49493282,1623437727
49503006,257022083
49542289,241920353
49544252,598742189
49561038,2230941856
49569961,1555418231
49576070,970413264
49589775,585999470
49590592,3669767012
49597082,491756496
49620153,337563735
49635742,1616049021
49644172,2520102630
49644824,1432962165
49657124,1604312957
49674024,525454458
49687005,755205534
49697406,547128094
49713198,2278003019
49737361,3983352436
49743953,1653726887
49753804,647379663
49755082,298565561
49779195,398731698
49789254,434742701
49794535,280113589
49799711,1439120318
49800179,1515000940
49804506,638228838
49811596,1655649507
49822487,603506847
49830220,290150174
49837501,1960167808
49839192,419639524
49840320,1487580934
49874048,2270911652
49887133,1253867769
49892192,539611536
49909553,1448101604
50023242,236526442
50035564,676396044
50051535,919516606
50055158,1153740169
50062219,1284601762
50087057,531438901
50106205,1166171115
50115035,1151600134
50130185,456022816
50132483,943341460
50140142,40172629
50156544,298732665
50173744,281376570
50215820,1452671340
50216688,446031582
50216999,608543238
50230442,1201074039
50232166,292589683
50241706,467819066
50249242,980099053
50253102,413054414
50267905,345669326
50292902,1698963236
50302270,332902986
50307380,584544236
50315223,501094695
50319427,1512536961
50325401,1411693499
50328470,1463511687
50328854,2135568547
50453425,2897014093
50482613,1247922443
50487719,1463546794
50496602,215289293
50501559,1503981844
50505774,1349619069
50514537,1520223016
50520900,1959034858
50525767,1803270712
50571866,607002867
50592701,2526420821
50594619,174117789
50634881,1521626995
50646083,175663806
50652855,414627462
50665312,438288497
50670966,684252351
50707576,230864045
50746817,372393939
50753768,299295137
50765481,788659846
50777912,41984997
50784797,518133832
50872892,1521697633
50884882,2220337
50888327,480887667
50897933,415304559
50899746,1240569898
50905013,418435536
50930227,342227165
50961660,276734545
51030543,393402835
51049375,1317268312
51076539,314811774
51078416,261709614
51098671,461003105
51135700,1229159062
51155101,1464084810
51157609,263358575
51172129,539402638
51228672,3882544839
51260612,318415740
51286883,861421810
51301425,1005915808
51316508,4207470477
51317701,421897547
51317871,1745078354
51324104,1298456183
51336279,468301659
51352182,352094065
51357386,275201205
51366038,2120988985
51428161,33932400
51429381,272108577
51441978,1446187720
51478212,1477800050
51500641,1215611344
51500968,303287504
51514550,1550260867
51531866,1475040802
51533342,1503285015
51617301,996094771
51623746,487131404
51633659,909888382
51654529,520287545
51699600,574095019
51740106,581431138
51744718,347538634
51751408,579132428
51753315,2213124541
51834255,819308192
51851020,1492519501
51901879,281473155
51927002,453304519
51942984,1129788930
51944489,327501658
51962909,2053825559
51973032,192111769
51983990,306216638
51996656,366890259
52008427,698652876
52028776,300942178
52032017,296481878
52052503,3163244893
52087961,245516578
52091856,357453039
52110833,469112973
52112296,589285523
52132291,1474160085
52133559,908020086
52150363,1957628547
52170683,577522289
52197210,389946148
52214735,540457924
52245530,628408805
52249652,406721635
52251705,1526874906
52258859,790575112
52276566,2022628964
52285419,1000226329
52300079,1379209983
52358213,1153191070
52374410,1338539985
52382130,221982332
52383638,1278635607
52412780,534929522
52420268,880002891
52437020,1577054901
52440658,1659683938
52445108,1560599546
52445475,3739331439
52463982,538948204
52496118,546129350
52520648,206384712
52575229,1945934204
52610582,3050196594
52611752,1111507417
52625213,315547765
52625881,476411188
52640273,531789573
52651028,1465720958
52651405,507562892
52676310,3040466739
52700634,364479523
52735612,474575231
52837512,1730122458
52849289,3888029768
52864217,211578836
52900192,253806153
52911476,1941855322
52925342,1530204515
52925804,337702039
52927203,628640988
52930101,2063772382
52930574,3969591820
52932000,1600331272
52951479,684142608
52953393,1562122114
53024116,670855899
53027159,1785938056
53033470,2108686142
53051016,1061351711
53051925,605258847
53067507,2246649161
53119645,1935398996
53156432,1553049758
53177172,1409692673
53177960,1121761849
53194615,1595934116
53246916,1626405906
53259967,260508285
53275206,1386129218
53312206,266047329
53345529,405075494
53351443,495630001
53366115,1569911880
53393897,516303088
53429785,464275017
53438912,607418606
53462212,339564059
53466427,193484898
53514667,497085052
53529539,406294309
53538345,1638520709
53555918,1450816980
53556656,2384069120
53578674,1461673868
53580762,1364057108
53619199,1434801303
53628421,224995928
53629897,823418137
53637372,876517452
53641163,612274001
53670985,937542719
53672967,1510294388
53713162,517510990
53758749,1234220179
53781324,212480677
53791330,236068522
53793334,648716513
53798757,1747548867
53804392,2336586373
53819953,1538870590
53833831,1546613686
53848685,447520462
53858235,297861287
53891755,3244559900
53899845,670591381
53918251,2347151824
53921693,642520285
53924067,297361427
53939693,1478655953
54010544,560624969
54061889,3644623187
54069415,1526229095
54077428,534062895
54114617,1518975380
54123728,1321663637
54187961,1506085369
54222286,2997701933
54223097,789861770
54244414,279451001
54247193,1352552082
54251409,1172310451
54337366,1941549465
54359912,482236499
54360392,1487359910
54377835,976662555
54428619,1096637453
54428825,1456826567
54457810,1611650236
54547764,333428393
54578814,1530133768
54584556,1459063871
54639504,199649074
54708831,813157276
54713847,353912571
54721798,633538929
54800525,261336350
54810002,340872207
54812484,1643200974
54831471,1338101168
54839294,555528442
54860846,437988614
54920199,492037254
54928215,1024243381
54939577,1456346813
54964242,1288418532
54968580,1901271456
55025298,1616106130
55047082,1517460965
55051053,1950171863
55064276,202287388
55085887,1472492798
55090182,1365157773
55119916,648591139
55123708,390564638
55129408,556994452
55134820,1119940913
55137574,381620984
55163964,1172134019
55164592,1506359092
55177704,787986083
55182030,2042307238
55191689,1251176246
55253035,412902069
55289493,2308258186
55307263,270887958
55312706,1079774373
55320773,897130261
55339662,531021093
55413063,789631578
55424100,618024441
55424125,1154938943
55424565,3767574740
55426746,296749967
55436625,1473835204
55465553,448887794
55478029,2245826820
55495958,1526319502
55578947,1451442529
55586247,920128053
55589260,2004497105
55599639,202356479
55632254,1475274608
55633955,1390727193
55637274,451704664
55644660,786478569
55651334,278275404
55670615,1529922473
55682681,996244006
55695779,1798400714
55696458,624055306
55713468,3998586666
55727440,818447524
55738778,1508185847
55764711,47292572
55770165,273530058
55770933,1445997876
55771804,691940112
55774894,2114518847
55786155,843389165
55810958,636729682
55817025,287427504
55843629,515960769
55868734,209460619
55889906,527135554
55902111,260433986
55911690,626367996
55914665,549190215
55918222,2230668694
55920606,304121194
55942957,670934610
56010419,296154124
56029821,2118113997
56029955,522012788
56034655,271163070
56050960,748612078
56058273,820990637
56060360,1190314991
56082378,1336106779
56084057,2320636276
56105076,1643819931
56109542,1433683618
56129657,639933329
56131143,1476042126
56148611,1441506167
56244182,2245940918
56293963,501887813
56294514,1341096006
56302613,3255730743
56308466,1074069582
56322582,1098371165
56331508,1558891267
56372061,4152519103
56429560,1376088519
56439515,1554445430
56453920,1419395785
56474566,1430077764
56496558,890214359
56498436,208809383
56500971,1361002886
56510623,651139259
56515048,1402058463
56519468,2941684722
56613759,1234152307
56614816,2246571358
56619451,388477065
56628368,327691506
56630832,526758371
56637790,519554605
56657232,476471530
56683264,1465542542
56685105,1533231967
56720429,1754162374
56749604,1243349058
56750115,1422420709
56759069,1648895502
56818324,803527220
56820448,261171482
56821195,302708284
56826266,1150040542
56827640,506900598
56836395,2420252457
56850138,1427904314
56850457,1101112661
56881282,463486552
56894493,1486715999
56910790,247839068
57026257,302350714
57061702,1447349327
57065443,536047672
57071668,346488763
57119218,578258822
57136284,221645550
57163476,1643037653
57182540,1033429338
57204318,4191544086
57217130,1245331258
57217284,517932758
57242779,316328386
57274862,2881786415
57282240,419482526
57305836,383862732
57313621,1369604150
57335108,1490470411
57355150,1335011996
57368666,4008641385
57410374,1068504538
57447025,503497466
57449975,208571116
57450615,1391063668
57459552,1470431835
57462031,1517059384
57496936,188071080
57562405,1531381720
57570299,243681884
57576016,1724401917
57576017,1371173689
57577572,473725364
57584475,375718317
57603979,733361875
57611765,231735707
57622563,1193414596
57680457,542161840
57721429,1159973902
57749439,423142049
57765157,232447300
57781683,997659543
57791495,367253031
57826143,1043963501
57858278,308431679
58007415,294795583
58059922,1277381726
58098650,1464047145
58105948,213071624
58183462,463297249
58196405,1561795411
58198158,675374307
58220696,1512354611
58275470,1434002935
58304542,3711083204
58324305,2145097182
58332214,299518095
58339256,1471680126
58350618,1794900039
58354796,1418405413
58384660,2530414591
58387871,1767490704
58432776,1485339828
58492992,2110994869
58502590,1626735917
58564708,256017943
58571617,38196051
58615897,2256058492
58623300,283433826
58626771,1159424162
58679439,614671106
58686959,4250574070
58704544,1035784826
58791333,1180641724
58839515,3968244821
58889606,1554325109
58892509,269430891
58930373,3308324872
58941998,4507882464
58966578,1413850928
58973404,1563975638
58974506,239492597
59002381,348166795
59012821,1553179540
59022932,211764670
59041974,425356920
59066258,2153923150
59108925,458005805
59110496,1566643263
59142268,1488634913
59149983,1328224934
59172502,1315475251
59241593,316254054
59261818,553267063
59285653,3286487843
59313137,2152621088
59351478,2035130139
59368883,1565534309
59388736,2275468907
59407084,1218613602
59431598,1278732541
59477740,335847260
59479971,2207621295
59487362,263254444
59520286,294766800
59521607,299159517
59531146,1215659999
59534421,1216290085
59586989,1412560442
59592749,617516252
59632332,596051464
59666215,313622388
59682727,1292189377
59692827,712351161
59743318,797551000
59751484,54370031
59765100,626657852
59778918,1070039522
59795351,1572956188
59805159,632326689
59805425,1682167352
59845265,1462398740
59847575,576126673
59852745,373546712
59912672,526651196
59913070,1346845752
59944925,1115872321
59945535,726362115
59951342,1402214795
60011973,587974023
60074763,1973338174
60137191,472013866
60140701,356970764
60158788,597221848
60223537,1611316548
60246875,383211695
60297131,421282343
60311581,2133804193
60444257,1435137780
60499321,2227161297
60512546,449417881
60517839,509714585
60522828,3432632830
60556401,359781022
60560988,286237135
60562150,301687613
60651481,1925089431
60676523,695577386
60679991,2285814084
60690415,2718925081
60710103,977276795
60787521,388360625
60849435,1400363165
60853000,1313526776
61028866,2014268853
61054729,2216823878
61057580,290624099
61073726,688424035
61104680,1431120867
61123550,2153899097
61178993,291108668
61192179,595940703
61212804,763240081
61229981,840081376
61240862,1082715671
61261743,2025087736
61266112,453358010
61328845,282282789
61355426,1437060072
61356765,1455061593
61361636,1427335541
61373145,391312862
61375985,800410798
61385018,3104021722
61409846,2161028355
61427941,2087568454
61438261,176843334
61463753,835528617
61510076,1536273154
61550976,809470909
61559173,2304407017
61560791,1788665469
61571010,943202896
61574969,247603185
61597239,238597898
61605404,360315661
61629721,610508620
61630639,1398463868
61634098,1482395759
61678531,1162118175
61734435,499860169
61735303,643007609
61736977,287846195
61756627,2078199189
61762964,532684162
61763791,404079607
61769176,363620660
61790130,506673406
61791209,308533563
61814467,1300810919
61859394,1509464937
61875234,1542568032
61881301,311774253
61911239,1240690105
61978051,374593825
61979356,2254305131
62034438,425331300
62041047,3593830666
62056291,2199323113
62068886,266005944
62099106,1938254986
62114948,400110017
62124502,2023725922
62126870,1288694579
62150782,319715390
62169858,281440532
62182406,437764294
62212892,1234840944
62274517,336217985
62285074,629006287
62355170,2060087695
62356067,1308020396
62365191,4479800484
62394369,303400561
62419711,250908649
62420237,2108527770
62474439,1924696290
62480075,3406297893
62493838,358432706
62575603,2872667173
62594708,2022417039
62597733,466791626
62624443,1230536804
62628802,393239205
62712613,1559567105
62724764,634137767
62725638,512976649
62763797,3633899588
62766007,370031645
62794883,327689061
62802557,299010133
62844858,419141156
62851104,285455482
62851243,3444379748
62884749,1407329053
62899974,2089391321
62904459,504342034
62923938,378479549
62948538,503508181
62956870,1449252713
63003151,225489721
63018190,2021928670
63024856,565946852
63039793,2177721806
63053309,950216393
63062737,2036766190
63067325,1651855317
63085170,3885805025
63093082,634551937
63098122,2883631843
63108210,916357239
63111175,456982871
63151301,925111160
63169227,311204214
63209500,1354935473
63213080,1305484767
63217209,1645524092
63229258,549893301
63245208,207102796
63309260,418283944
63316541,1152220121
63326533,1457598190
63331947,1974800932
63337693,1663012197
63355685,459428472
63369623,1582192445
63381143,1298285804
63392914,781096216
63396110,1479920143
63400042,1600430781
63408681,258309436
63408775,1451448208
63413905,233941345
63446635,1218391524
63459724,1311008790
63459952,206358990
63478914,942649969
63480326,300354736
63480330,1282624369
63482298,262284185
63496941,1340866719
63536801,1391787286
63555257,1494768666
63588032,4412817069
63604617,356527032
63608711,392256016
63617495,307691777
63637355,565974248
63645477,3136844808
63662098,1550982762
63731540,1508394861
63749720,1317168399
63753970,476549562
63761803,3917471463
63788720,514321261
63941976,174982066
63818795,420621720
63833277,417802733
63853145,1080754189
63862354,308752326
63888098,323140858
63892292,1216599025
63895765,1711156110
63900527,1228093850
63908424,1001227811
63925964,225474689
63939122,2278967806
63942568,2988104375
63963908,313515276
63967872,1926495963
63977567,645950441
64003603,1909304570
64013655,1558115307
64089864,1364487742
64123041,2111979315
64128058,1429926130
64129031,3990716825
64152168,607174273
64158492,216146337
64246189,1479728081
64251535,1317858950
64255559,3015564393
64304580,1279135775
64308901,328872831
64326985,1678217427
64356562,1025054047
64370620,1571179540
64373867,1403541123
64376701,526895275
64382886,1412182234
64421156,1041309401
64426573,392406120
64440151,2201517847
64442988,1640548105
64465440,2225860259
64485263,1837871058
64502763,2155263822
64505902,1687232605
64507208,376924319
64531022,1798872918
64543096,1143853252
64569125,2006772494
64571180,2323914504
64624620,1392306731
64673868,3165354049
64677061,1427348486
64680988,4834128618
64726238,1512256044
64736131,723302686
64745313,460835043
64749114,715000639
64753120,528808871
64774307,716031580
64779951,2951503216
64794904,1377459514
64820988,432734987
64821961,558421084
64963569,483476162
65040111,285565867
65077863,452458164
65136915,1307941398
65154017,371139285
65193575,599141952
65195120,307965633
65207563,1356139199
65224256,2021303528
65233687,917538165
65234242,756267664
65248211,1498886166
65258271,2220453266
65259824,3150752003
65294453,466721512
65300555,465355790
65320152,463627377
65327550,1091031875
65385665,514419135
65388058,1621981433
65392823,232833298
65442228,719292917
65443613,998122631
65512571,1502855813
65549774,219634760
65574909,2214363623
65580743,268536483
65588383,1127754874
65601480,309944028
65608560,1670614012
65653400,1645409604
65655495,259885002
65667423,2295053690
65684485,2342596471
65684813,601239952
65715930,1518739147
65733396,1595610245
65796094,384720789
65799096,793060575
65824578,2260453582
65829926,1337031222
65860685,465073735
65862020,3265888391
65871278,1568978269
65890015,572688588
65898962,588127245
65972590,1483083129
65974290,788049046
66034563,1276984479
66037924,1517047370
66047557,324898393
66061703,964152989
66099414,1277556393
66111678,3056948886
66115172,1319724307
66128266,1367800963
66183355,2154998079
66189308,2628692461
66192859,323211731
66210966,638908536
66245906,482942216
66310296,1566216341
66343820,1628259002
66425266,290080183
66460726,397485282
66466797,534090009
66500546,1425531364
66523758,834217372
66572551,567816870
66581298,3028549073
66586325,1190703836
66587241,1582172131
66587873,1362995929
66595554,2153864406
66632084,2963103023
66634614,1501751663
66636920,519373990
66644622,1702905461
66654796,2045829760
66673988,2271317400
66755541,1456494784
66759095,768679053
66763111,2541206627
66767625,297567333
66771372,1472480331
66781667,307917043
66816065,3323718520
66826512,1337121189
66837350,1511365379
66840563,534439192
66886044,490650478
66901430,1538402679
66914043,202500569
66929919,1434775202
66930338,558416433
66955634,1005831402
66967473,642996227
67030841,2366969454
67050352,1209547315
67051763,1707864650
67055572,401032129
67060306,3033533936
67072893,2189205203
67091019,270504101
67100374,1379832879
67132631,1181489396
67137890,4370299586
67151896,1470623162
67173696,3047152498
67233306,47887111
67249799,2235992028
67322620,1617147184
67432255,467862690
67432448,1534338890
67436826,928052371
67463053,1456795550
67536000,457770354
67577946,2258539299
67600338,460699790
67601079,458173687
67635638,1449251144
67725446,640817805
67781650,1533515833
67799542,1590167144
67827825,680058559
67838827,1645391195
67855624,349953050
67860795,461353433
67861915,1976822707
67922799,1489475027
67922876,1397720506
67932361,2289274585
67932655,1517834412
67933528,242774214
67942370,421387828
67959886,192054460
68019766,2159014622
68023110,441625307
68100807,1362577857
68181536,411338857
68194175,638469726
68220045,333752393
68281801,2215205840
68323510,2239399845
68338103,473830010
68357610,457803228
68389116,348884368
68394762,469620343
68395267,622015487
68496027,292391948
68498890,3916934661
68522059,419728302
68527023,1714854407
68580192,468291983
68647745,1982971989
68751450,291079501
68784914,197289622
68787511,1963927786
68810358,1669279335
68897065,2136743125
68944994,486310477
68949501,514007535
68950707,1218871215
68954645,733303417
68969832,2860924085
68986797,256143121
69080426,3871465224
69105212,2048662644
69108882,1486675842
69111992,921661944
69114676,341776085
69124715,642674778
69126042,1290488124
69132837,1536659669
69184028,1338160323
69224441,333480539
69274393,3111269070
69277579,1500602443
69330734,3023123635
69431074,2579584573
69433720,803302763
69447123,524671633
69519035,1488587939
69534077,340124004
69590344,2672345284
69699874,1545964900
69787121,1135980468
69808610,498628548
69817315,1302694804
69830685,1647211983
69904751,1101755374
69925588,1551448459
69935101,3628119266
70047787,1738265272
70062765,1128424974
70074515,366324483
70078773,742575614
70086875,605340155
70096841,504227699
70111112,3049299244
70117485,1693942282
70127588,556937146
70130805,733589593
70193080,1440173120
70196793,2093526006
70230846,3106744407
70233367,1277753550
70243610,1470592767
70258968,544558547
70263048,773130545
70277924,1364865718
70286028,542589478
70308771,2307951632
70329936,642667157
70348512,338461651
70384296,3250783668
70391621,555515306
70417417,1540338004
70423921,1246144183
70424315,604565634
70453101,1232211982
70460655,519034935
70460897,503632749
70526394,269981537
70554941,1300019579
70557695,557236568
70573817,4615749976
70597408,282216791
70607047,2043306955
70640106,352656997
70694003,426757919
70710996,1239878857
70714835,1175334118
70720756,4090452242
70730953,2310825672
70812328,1556475272
70820794,1950715431
70857825,3248075042
70880456,880009568
71016384,415915475
71051206,1309721908
71159136,1497530827
71160423,751392103
71175863,4054691728
71178046,586231435
71180106,1250281648
71185122,364663463
71195944,4342739927
71247299,2284580868
71266238,1421536245
71271492,3409923698
71289132,1722151700
71306539,550550495
71307747,1508268281
71328500,349736353
71330563,863553185
71352589,1277467965
71391580,968071914
71402521,2240759851
71407371,265902442
71436895,2012619553
71470989,1442812936
71476301,434002059
71495331,1511771103
71501677,1921815713
71548425,292460723
71560787,1395214539
71592425,2954296701
71600484,1468937785
71605060,422847385
71605499,732792104
71677150,2225752060
71681098,835346734
71734893,1016120553
71808697,354168739
71810310,593713535
71859598,1297115989
71865702,1476016938
71890320,1295113578
71914523,1574143499
71921893,1462293694
71952686,520446222
71954310,1156593548
71982273,1477000930
71991015,1508421530
72006949,347356883
72046135,250198432
72051384,1594314961
72067824,428266933
72102380,1130906097
72253266,279114919
72273250,1467989892
72297552,183416751
72300068,1314847795
72332281,1077530034
72335311,432981522
72381711,387873183
72402965,1469299323
72416552,1197787687
72420000,1609076342
72437248,967381344
72553337,1271794974
72557378,459972370
72578281,1522834272
72597537,2985567811
72677554,491988481
72682884,349343272
72739396,1924813962
72754862,3193638715
72806214,1625241927
72961042,467029351
73025392,484710680
73030762,1478946641
73058594,2268774466
73066761,1756156669
73080332,2163810672
73092600,1411348182
73094254,1426803925
73241842,545921454
73247729,466774843
73248536,887989021
73277836,338502146
73366735,3086239959
73374122,1568097206
73379177,1040201367
73397528,3425181552
73507691,225463377
73512842,1195376736
73515408,1523156298
73524977,690287983
73530664,1495992391
73555706,1668865580
73605403,1967739677
73608279,1506487369
73614177,395054916
73714725,336932698
73723763,1515741065
73868519,578231747
74016615,1507464596
74051132,1143493795
74068109,531640013
74076713,1178510084
74103666,1830725950
74163560,418216496
74164107,587635526
74168591,351208778
