uid_vk,uid_inst
6289710,1421421092
6305323,286201626
6312968,255231930
6314436,200247377
6327158,762683908
6332973,261619298
6334926,2129445617
6338728,22791994
6350007,383374457
6358753,1444528252
6385749,4361585000
6411303,242307608
6419137,429936535
6430927,555098637
6440845,1116110892
6469925,196010574
6526061,222629452
6528264,2217767832
6533957,904688846
6545469,356426658
6582526,1485635629
6612537,2165555702
6614073,606625256
6633055,521989429
6643081,292107481
6652306,244928650
6654119,211359215
6661233,1545946524
6662181,1133722870
6666748,193050300
6682816,972152394
6699024,354595629
6701146,470039793
6758185,595003160
6760112,348461935
6762546,232225761
6762670,493747282
6860290,42058122
6916815,10010721
6929056,40867212
6941345,47965053
6950182,217232075
6956451,2236292973
7018254,2061374955
7030082,324194463
7042177,273419278
7048415,244238268
7057198,572803357
7057219,537888660
7070029,196330773
7072512,1481317325
7088623,53488399
7121453,1325969263
7134135,1696337004
7136475,370375186
7141615,258206234
7146448,27736555
7148126,232643195
7148812,237727738
7149838,1838157368
7194873,350000336
7212520,516461516
7258670,4204951496
7266406,3261343949
7328844,1505673246
7335230,294244749
7350351,1428404646
7351773,1415610578
7353508,318452053
7356519,1280463401
7358521,758458956
7364022,3571855455
7370620,1332977785
7373445,416679571
7376193,445958513
7385572,256096032
7402123,335306566
7408349,263301498
7422756,189301984
7433318,263255106
7481050,284295645
7484534,4130498323
7487258,462076880
7499798,1420267741
7530988,26985421
7533098,1628382602
7553511,370253926
7555598,381196855
7556731,3014470317
7572379,342049737
7585085,367916293
7587036,33260510
7588272,304163342
7597252,551532284
7599293,265882066
7599491,504926950
7608698,257524552
7609510,680269295
7610249,257181489
7622036,272649603
7634951,305018348
7636612,688375245
7647834,2189125320
7648029,498073228
7648122,254101928
7655719,1513483434
7677506,1450604695
7678997,176349762
7690102,1187578402
7703792,2222851264
7714536,599254687
7719590,1373274508
7734993,2475560078
7736868,1126781360
7742496,1598805724
7754617,513924509
7769173,335006460
7771483,1390342719
7777126,2995173851
7782763,343918269
7795029,189392272
7814166,1780060691
7855400,427273779
7866339,344982823
7875166,1420306070
7875374,1188744477
7877432,1400734496
7893986,465328104
7920557,1023257198
7930102,329838608
7936139,22952440
7948633,410671899
7950602,324193239
7956163,276857802
7959172,276447195
7969031,51099221
7978388,558640243
8006303,32145961
8013387,1570918564
8017336,696872099
8020353,367766865
8044605,432558075
8049763,234083238
8067097,210743700
8089580,2935074721
8090384,1988512457
8091336,814220026
8095636,242498207
8106837,2456521
8110152,317379381
8115453,1046068205
8123800,645148527
8153989,291000681
8163612,1498434559
8174688,203898558
8203871,361970181
8209761,852828267
8218260,308612589
8226321,2087619664
8235188,1280794862
8238510,29804623
8249487,326432973
8254713,2318750726
8283593,593383315
8292864,315325618
8297105,299534813
8327558,29432579
8330049,1655880428
8333722,1184689030
8334429,214150036
8352047,2216014011
8357200,303355958
8387170,348818790
8403226,231180394
8416040,2279680591
8420977,327071709
8421123,477794572
8438097,436775635
8447305,484460068
8468714,485493803
8479654,2103568707
8487528,3036293646
8510935,52888084
8511334,178660092
8523117,408800302
8534631,3418488554
8547365,1835067756
8557763,1988619828
8565090,2009167670
8601627,232571830
8614700,382984653
8625828,12130316
8639845,1192259799
8642907,302239438
8644605,436819803
8646010,1797126064
8647225,1837099891
8653393,507931736
8662545,1638316853
8677809,1583833861
8682419,1491753649
8696475,1798947347
8701732,1373550762
8715163,1994056505
8735514,1024279861
8742771,1531016326
8763002,46580759
8767808,16895625
8776032,2132139102
8787599,534514962
8792383,228153627
8806317,583958303
8815286,414836248
8820870,6744877
8833840,396839375
8840298,431518873
8878546,12175530
8891295,303910717
8900148,3304325812
8946216,319549609
8948113,214608748
8968645,1510162751
8984055,210719201
8987349,290777304
9024985,1651013135
9033139,300383256
9040302,536288906
9045349,241560047
9080823,303008236
9092107,617194686
9105027,805251106
9106615,233885644
9119797,1650538191
9160753,1602875649
9171798,1075379794
9186270,624028064
9211460,369570274
9213227,1430571818
9239006,290530509
9244662,582564692
9277609,195559301
9284565,21786488
9290725,1414965503
9297249,187305382
9300966,301230326
9316926,1225660872
9320600,333267281
9322152,253977501
9333500,3557828423
9356048,373857079
9375303,1583253362
9377664,376643674
9414495,261257012
9416715,300040012
9420740,1692188659
9428468,245515808
9435325,334698434
9443496,257556963
9444787,323846222
9456820,1159769268
9472873,443445968
9482978,675226819
9487016,52449115
9490149,38608326
9494048,296753618
9497745,1019467115
9514078,256170894
9526205,1066016284
9540089,644871092
9547523,389726576
9562768,1597139127
9585521,1636638246
9594363,890138400
9603268,622239998
9625096,1216334250
9629067,309393741
9634193,448637809
9642296,886911471
9677424,1526221647
9688449,1621815322
9711056,1734633303
9720169,2223007813
9746279,266432420
9769167,1518983473
9771072,2118553679
9772990,1168482761
9785647,320961218
9803608,783971547
9806967,282216887
9807172,1165304942
9817165,1540933721
9818791,204503875
9844697,224373616
9858471,226456456
9863569,438086916
9868936,1838040700
9894031,277688084
9926946,32165630
9931093,305395051
9934528,146087362
9942636,1436280197
9949884,473474969
10015357,333421170
10027709,1088131616
10028605,1416420345
10058045,282924086
10079278,1922544858
10095501,1021819399
10101439,1684950810
10102257,343837887
10114180,1906359541
10116030,472113852
10126258,4153154179
10128685,1433027605
10133642,217724101
10144041,901638817
10161703,193842399
10165558,480774003
10167713,226800718
10170570,32994357
10201146,202254939
10218378,421288069
10222359,357113161
10224406,1174591146
10232156,12014588
10235981,3720610686
10239544,791095996
10255821,424647262
10266922,1495776656
10295246,21672700
10303518,1275385660
10311637,4387505311
10319997,1589923213
10363140,2180778899
10363636,580766112
10386777,455282249
10418675,351509687
10440804,394998915
10443246,2519215629
10452856,1296422029
10462887,1490728379
10477248,256218947
10491206,608441985
10508034,354640735
10519066,370165837
10563387,212712378
10568412,1265962654
10577446,451004388
10583813,1505230370
10585245,618010364
10607209,3191144304
10632087,1407795875
10647778,327591928
10660677,1508161409
10670250,52387419
10692386,1401746093
10695107,395108209
10703099,488128681
10704869,314244168
10706389,1393973189
10718515,204341306
10723577,293730481
10732613,1227676918
10750948,255549991
10781674,204906908
10802533,1393380834
10811248,456879890
10816996,670989526
10839494,282435265
10853378,328814997
10854055,2103634993
10861712,337821889
10865315,3091153757
10882551,246123919
10906989,1989020639
10919554,662746199
10952645,420813579
10952933,472028626
10958902,19920313
10959234,210702531
10962312,443774089
11019181,1516032633
11105135,22818389
11107286,402698392
11114340,310509573
11167971,296966750
11169499,299823327
11174377,1387933595
11187161,370125435
11194787,2207137172
11223933,368361665
11227778,693476987
11229131,1999835417
11260856,449493657
11262522,3518052074
11264208,1319580228
11270585,1443477913
11277855,1025984378
11278587,1019955871
11288342,1400410047
11311201,1497512967
11342578,352884081
11347360,426446549
11377921,480876559
11380080,828370817
11414410,305606691
11415175,338731679
11437709,1292097744
11437906,567014690
11488978,795772142
11497780,1766466769
11506553,544791156
11536556,445422720
11544489,312050105
11559837,183629001
11574541,1020293170
11587959,1683434316
11602910,1017087420
11607990,265313236
11613885,2339808742
11640677,244819672
11654833,329667181
11663328,41965753
11698800,703157615
11712185,469329323
11718443,2053566136
11752682,294308146
11753184,1148256584
11760690,253229138
11780626,4239735337
11794154,655453835
11799155,1469466308
11808558,1274019829
11810873,334313552
11811132,248228794
11837363,1449623041
11846115,540873303
11865950,303845200
11887718,2080591957
11888949,1491889782
11909438,484532529
11918654,241021629
11927660,350462393
11937348,317011876
11962034,301707131
11966913,245304598
11978953,627638157
12035809,248261014
12037819,3540470492
12040051,2067477948
12047119,203397272
12050956,233098266
12065166,2748690690
12076458,355416933
12096731,3896536396
12109579,250059683
12114388,1357288501
12127517,288629845
12133923,29364935
12148038,186523733
12171038,1336178218
12175577,1744757167
12184314,3682646034
12195276,547996205
12219315,1672172012
12221539,2214811950
12267410,293773885
12269841,274131758
12299282,1417722936
12310165,55303849
12320159,1233898116
12322032,508334430
12330602,1151460838
12330882,464887461
12333273,1448994680
12337605,1416242207
12339090,1993018781
12344187,230314772
12357959,3123664600
12381456,1561838425
12385950,3060041761
12391086,526751632
12401950,492782779
12452113,288543993
12487621,633965388
12489273,1690046764
12496633,713394979
12499591,1033761825
12508966,337039459
12511479,416237425
12517621,297408978
12520513,1440610044
12526559,558884588
12527415,297395297
12548660,419446027
12550609,1093117593
12554647,966294782
12570427,800502441
12570927,272707025
12609711,1005327871
12625415,364149029
12625873,282681045
12631753,594082917
12670780,3938782553
12685250,424682320
12690591,581437825
12705591,4199970055
12719120,261187627
12721170,1066060030
12735514,1358711598
12752442,1430825773
12753135,4527025471
12762432,193612737
12762576,356528088
12785218,216437234
12791255,2521707611
12793449,1192293435
12795811,336039067
12819960,1481948465
12824624,3707399417
12827332,1245526760
12838209,1571555808
12853229,391249251
12861420,1937531116
12862416,1900568259
12888496,23639231
12891318,264135111
12929415,498997775
12933561,2058159093
12943428,676730450
12946668,591778078
12968883,249401920
12994480,697966958
13026317,540642754
13060616,1313499951
13063601,211762133
13067631,1583822462
13073548,634116188
13103361,254980613
13115456,4354669104
13135161,428020944
13135586,1336986340
13146338,179256996
13162455,24614214
13162910,639359755
13228439,23548831
13238309,1369918435
13249097,331423051
13258491,3032046452
13299258,444226615
13315521,698829861
13322301,646437394
13323582,1532545060
13349118,2197551348
13358310,1482983755
13389994,2014027186
13412654,175835015
13443740,866900700
13445972,563674751
13447020,320403176
13448514,1644579187
13486967,1006936012
13486972,240579733
13487365,339386304
13503753,1094114771
13559246,1821332674
13562615,316949218
13572703,327642496
13601977,1212258644
13604939,229197154
13607067,212247026
13635783,4223638549
13651246,2129015659
13657623,1215484779
13677399,443923940
13685502,302939425
13700736,3271961851
13720958,532612254
13726080,1556880123
13738120,671517758
13756631,2107663193
13759301,2080079135
13785807,14918061
13793527,294390818
13826150,767478146
13830143,290606031
13860093,1484317319
13861068,3930735714
13868508,1269055074
13888892,183277168
13910555,514532642
13924699,337015498
13931150,2954321246
13942185,1192235878
13943971,2029800473
13947908,550356948
13954434,1354881153
13961586,296093855
13988763,591286916
14004263,299200446
14015349,4004103166
14018121,261931802
14047813,598799952
14060806,699435499
14072303,236667180
14076715,1420456521
14086291,1646992680
14102437,348718160
14156120,546116210
14160747,982654672
14165674,2069537253
14169099,1500662996
14210368,1519740380
14211615,523124884
14233816,619416836
14234220,196715309
14260310,1480185941
14276534,2216016116
14310303,2042205101
14325974,253148358
14342325,462371994
14352165,272790535
14361951,1458015878
14382020,605044291
14407465,591339047
14452822,293445379
14460842,199803326
14471087,406785969
14471626,1131280767
14483477,2034324957
14499229,2949984920
14521255,341536274
14528162,401201360
14534552,555292248
14544892,341378828
14564517,324104372
14584170,2228770271
14615660,441939731
14634134,328943634
14656135,1519321302
14660827,579586437
14678012,27578105
14688372,14754957
14691203,484741814
14748097,583944576
14756353,358831634
14761638,1155207923
14789251,1544713411
14803706,3623123250
14811925,1432495962
14838064,291238620
14870384,40529476
14898405,190589526
14919781,657504611
14939094,1550241043
14945558,865678354
15008158,287899829
15027597,2226653247
15028504,2013819148
15047621,2248203334
15049704,1398167633
15051313,822065730
15070836,959512620
15157351,313443073
15244258,256792478
15261757,490466042
15267378,526879596
15305099,200262059
15315716,316688709
15345460,1271383886
15370479,1582303370
15379783,228143718
15390551,2102416631
15400900,1523157476
15401927,317367233
15417563,40012574
15418610,1100295302
15429566,1521226273
15433236,746335714
15439514,1405138347
15449736,450285036
15450276,1654170265
15466680,1557777924
15524971,1435080142
15528271,1504293698
15539059,573834629
15550448,1478295622
15582526,314278602
15584393,54495508
15589862,702766311
15616164,1410638695
15639294,1471781520
15645568,208432749
15668686,1450661186
15681087,1180175205
15688923,249615255
15694524,1006068699
15698119,309909774
15713977,333529537
15717226,307422429
15720281,221345614
15735845,2365914453
15759237,980642494
15787108,539362598
15795566,541237103
15807509,966917506
15807963,1831316560
15817780,233868169
15821832,473493022
15828138,305427874
15837119,534192325
15868687,1570728149
15873286,204480021
15876431,1430665954
15883304,407510918
15900066,1052675597
15904396,423663929
15917953,563835198
15922667,338243312
15928620,314241099
15940819,174971051
15953544,207309106
15954732,280068868
15970618,336955146
15991270,2203208157
16008140,55122496
16008369,1666368804
16016885,2003639400
16054022,3652729730
16054868,1925871015
16057763,1387616792
16078194,1445440060
16082503,1456763668
16086239,2037771694
16100054,414118417
16124869,2283292417
16147902,262403876
16165313,704375398
16172225,234277381
16173717,916275326
16186650,229389390
16216287,954450674
16217594,1542659723
16232603,648260378
16233362,3046788565
16236509,1394767264
16240329,340525610
16273884,3797906018
16307442,1648735645
16312978,1970154681
16328967,723431872
16333972,709310596
16346295,1369312398
16352716,1104726139
16372346,363017679
16376080,262788894
16376252,418547611
16376335,997461832
16404142,289535082
16407326,706245651
16409252,10055527
16431699,307511682
16438552,46794881
16450413,1276985838
16456500,1166544923
16482727,2212062087
16482755,242564678
16486079,25436557
16515813,1482013524
16517797,271167078
16520868,1482456973
16547267,431516357
16548438,209770825
16572810,257740612
16575273,3468304433
16582968,2159810365
16591833,1517699587
16599196,3157612436
16604263,388288684
16607345,306752613
16677164,326856351
16681738,1056359021
16683300,1965336977
16710948,1949109531
16717310,1451811285
16731813,325762720
16770858,3966576945
16777789,1210610251
16779338,195974759
16794699,399921197
16815286,1443285139
16852769,1405047935
16885606,184438945
16897520,808498281
16916435,1085079221
16917567,549314616
16931029,1649936570
16946462,187675981
16947775,217761692
16952756,511965171
16970318,1657588510
17019115,1710630031
17040211,1933346516
17049101,559881031
17052163,512204185
17052643,469249885
17080240,1647359756
17122344,484539963
17123831,579033754
17124625,2238581262
17133037,1756259327
17133448,1624393569
17134168,1745807797
17137219,1688046384
17144762,263318329
17163906,1216575130
17172626,2336433911
17178631,1583312030
17188738,547974015
17227690,254356909
17229072,280290921
17234490,191325146
17247204,336049603
17250952,550732713
17257534,257419425
17268594,1326878867
17274698,465608091
17277418,361659594
17281318,452185161
17281723,295542855
17292371,478004995
17294514,687432153
17303756,1501123779
17315145,534272266
17341436,773233613
17348690,1437260267
17369897,793050165
17391463,411187777
17405079,2003649962
17469018,1544580312
17486769,1519868750
17491136,597534109
17515333,30121979
17519512,340306534
17521129,4181829453
17523607,1352778614
17526380,516360642
17528465,177318922
17550509,1531541036
17550804,1622948992
17559117,2506319384
17564143,1216835570
17573794,281508927
17580486,280948621
17581456,3184668937
17614713,232057045
17642747,2203153902
17644838,3289647798
17659281,494078420
17669802,586006798
17682003,2312244725
17692790,1532292101
17699624,3103143584
17703775,675000932
17741419,539583595
17741763,1482400730
17776709,2007928884
17790658,181339837
17792103,35997432
17802554,481433447
17804397,221756987
17804921,1193761737
17815861,641112009
17825451,1503029542
17835803,1498592712
17840096,427719635
17851311,942009244
17851627,2286462222
17858224,396688572
17861351,506228248
17905206,1337334967
17908581,1742279475
17914153,248249157
17925014,1488175618
17942101,585364413
17951862,468327026
17956006,987651803
17967872,1458028514
17969425,366622163
17971238,276745998
18016049,915839559
18043773,259400433
18059255,1356716482
18096709,173648422
18098040,1983575836
18118808,245113227
18131182,446112465
18159930,1075592913
18175109,1962416394
18198006,458358418
18227640,258715441
18234887,3220217174
18241806,2070826459
18245023,646794814
18247512,3323770900
18257719,556507159
18262552,1743734127
18302049,284972332
18343938,871831478
18349879,218107450
18360102,491598640
18362247,1543142504
18367446,3572836119
18369587,2320707274
18375409,961005894
18392185,288011341
18399220,419630160
18419989,16180316
18430082,605526447
18441435,673562987
18447945,580706309
18464871,670457527
18482630,1829615379
18517691,1217957001
18519138,1442672706
18523354,420526272
18531930,1439406045
18554229,55158958
18571749,1556775746
18588301,268972441
18606540,541128866
18669316,1463220420
18674248,657041038
18680232,367631753
18683734,1181100656
18700794,278726696
18718728,1029854881
18723030,1808782960
18724340,394125164
18728848,356618195
18751679,593875332
18755859,1546061492
18771913,351243695
18801644,350639954
18810221,222671647
18872678,311386497
18873885,1935684996
18876898,1120787436
18899039,892371052
18899786,2203368914
18913110,1927100379
18921204,844405454
18923640,242588830
18932148,1801917845
18942142,1412093813
18945722,1328855831
19030674,1547447297
19034041,259992741
19121626,1833188408
19132983,348801602
19137829,881520691
19147159,1376983655
19147474,1240097698
19153813,403463904
19178370,276654016
19206072,3112506011
19210530,803729092
19219002,643138443
19221861,268302275
19224008,603724448
19245992,634315141
19251469,1599438679
19269932,3001105856
19274844,462720435
19294875,1497126103
19312286,2310912005
19321357,519345221
19326078,328735955
19327401,304965731
19328211,240466205
19356275,1529292851
19367099,1606375364
19406009,249520107
19407300,1444528802
19412427,231227724
19416134,504726722
19420765,1213475980
19430299,861351748
19455337,2233290130
19459597,485618336
19465441,4596401648
19467109,2251431821
19496037,43194342
19500379,1566333515
19505750,269013436
19520174,814705454
19523272,340763094
19542232,960379640
19568391,4576960304
19582522,269543159
19588445,945877086
19594955,1234204452
19598436,2095862851
19627974,464230208
19642462,370426758
19647618,480256547
19656942,42564099
19669658,243911117
19692505,751116452
19750789,270953185
19752581,1330043763
19760160,1442227589
19761130,342828084
19779269,431497092
19810529,450955926
19813893,398307513
19819818,1183068981
19820321,1229693663
19822129,229793128
19829018,674831792
19829674,3979421110
19850114,2033003794
19857552,1583881579
19858679,2035949180
19861636,414611129
19868074,634574599
19877906,1136423060
19889450,364826225
19897788,308175135
19914468,1244913261
19928312,227022408
19950015,1454356951
19958475,2144037440
20002202,1913726379
20007232,1017363477
20012114,414340777
20012240,1830389765
20020782,1166759930
20024144,1337991679
20034597,1620941559
20036474,417269851
20038211,1140383319
20048097,215887716
20052030,342063368
20054090,1412630676
20071733,1919423234
20103162,3255910197
20138984,412961376
20143693,1409504282
20155806,578972505
20158885,482179932
20159875,282299490
20161447,562105925
20186695,216094678
20189383,368193559
20189390,41325630
20198315,494561388
20224402,334342767
20225476,1090493545
20254842,596533102
20256685,1329945427
20268648,627344241
20273617,474755741
20274613,2213229997
20277508,357859939
20319418,247799043
20339535,3529665444
20340815,473134624
20342602,492931514
20353749,1677867007
20377613,351704515
20386129,3224044775
20399691,1407483458
20400061,304336758
20404670,299231313
20414651,492627791
20433857,288937167
20449007,478559328
20449046,1482251796
20462114,993584702
20465687,1622678781
20474396,887553264
20506172,228742342
20510061,894885314
20511440,244369738
20530064,787940767
20561334,242671032
20591259,1109887888
20593831,284270508
20615053,208088421
20617642,1277232360
20627424,420888481
20631986,413141088
20647283,1266514180
20651013,262709764
20675820,1089631623
20678406,407924877
20685107,529562474
20699384,3592384533
20700830,291240220
20705883,471261979
20707260,252512259
20762845,259847475
20778371,299948561
20808389,912920804
20810874,180248219
20847672,1279102635
20858081,302788022
20864191,239501889
20879153,361457235
20881937,305952386
20884121,2118599375
20886875,220732237
20889267,302359234
20910284,230414228
20927055,1526353298
20928480,1602772809
20938088,505126347
20940968,1467581823
20942382,356412265
20944123,2239231770
20945003,525224886
21017838,314700165
21032074,225091931
21044447,312125128
21055708,3954356687
21067436,578926307
21072947,289539354
21074879,301113260
21076757,1393639875
21086438,526309759
21105902,263408607
21107967,643028272
21185078,2069552840
21192950,373568916
21221417,1354397326
21225090,1278844990
21238226,1569188700
21256789,371086820
21264355,356290910
21266302,516048958
21271044,1185033820
21274370,969894959
21275558,3956054536
21288892,224004648
21306666,1691908550
21307211,501554661
21313514,427617458
21315257,309550267
21317789,267529788
21320285,1440184304
21321419,464779263
21337277,271350039
21339612,571578546
21348312,270406504
21353937,519074386
21370955,1425077756
21387011,1454035814
21392084,1640997450
21448403,2361520547
21480134,260323537
21510103,3420388993
21517487,1471333295
21519586,1565059241
21522329,567197905
21536716,251975508
21545318,387368192
21567417,289769669
21568997,31901611
21570741,628466776
21575059,1500132749
21590435,630900130
21596563,1792656697
21601234,336600490
21601487,1600326395
21626500,477034308
21636974,362165634
21637000,417836350
21638857,282252869
21642338,2182667401
21643930,353892071
21658294,1334537686
21662418,350243934
21663844,3645217723
21675935,3026316635
21687372,1607867824
21698592,360415201
21714924,547668334
21727556,580130175
21760263,1438711262
21788787,1000407871
21789670,3250698738
21790073,3934459676
21791884,860117227
21792252,1471615297
21796310,615032802
21797073,1638313073
21798340,293418803
21817074,1546658027
21823877,1173467136
21826125,1658031465
21832624,716399254
21832952,1421244073
21844765,259723248
21854566,226002710
21859658,528099954
21875462,266861134
21880043,330643069
21884187,371521531
21888248,755246147
21907160,296266962
21916487,364051776
21923600,1440093952
21923977,1501686538
21926591,2917692310
21928298,981200623
22016967,1440128999
22023809,1647538668
22024872,302989111
22048531,376441936
22050161,521127816
22052819,426340233
22082505,459349112
22086595,1622554820
22097100,2019662679
22097988,329080874
22106940,1423841209
22156470,1515799045
22157923,1079199751
22187694,1504215144
22190506,215104496
22211424,1757970301
22236840,3256091949
22241224,3541202295
22241375,285704432
22282965,220463877
22298304,1421592417
22299234,1501176530
22302148,258113566
22310684,1105904293
22311133,3688583512
22349021,30547189
22356737,669597358
22357214,227349585
22381633,812202144
22398110,3170898564
22404622,627211385
22419402,286880314
22420628,1367195550
22422807,1624702315
22426169,2006175633
22426992,527066900
22442273,1721884919
22486483,2186853211
22490879,34801018
22501849,540542958
22516380,1976040717
22533578,557294029
22558126,348325352
22575213,183997404
22578426,552068452
22578720,1387462091
22583553,16842615
22628040,623375359
22682624,457413928
22689123,523232104
22703489,619974832
22706760,279804785
22713626,528651265
22721878,1072123030
22724366,481743043
22738220,1080606620
22752440,1009094507
22765473,2351740904
22767894,1446579791
22798937,221294305
22820138,1057309016
22824278,434276480
22828204,205408992
22836193,1294946968
22860345,641513732
22891180,4283687732
22899399,414096932
22909381,956657890
22929017,217944108
22942283,1828586544
23032273,505414242
23086067,1460720610
23088157,845825346
23099502,338371427
23100262,1676831202
23102121,323051210
23106580,1464745572
23118625,871827663
23123919,1022116552
23129220,1353832064
23168247,289789356
23208138,1731493111
23226099,1381886383
23241744,1495770557
23266733,202847697
23267927,1046029248
23279217,2133767299
23289714,286286000
23307051,180004083
23319268,2245201593
23321114,1201484682
23348846,292576690
23350368,3270237158
23354685,3963468470
23378131,220896869
23383042,3085001110
23388346,584674118
23400110,1771845910
23408332,468037244
23409836,359550883
23422520,1071788757
23425782,388064820
23428977,1269781185
23438027,1596176625
23470728,289995310
23500840,627634589
23501599,315952770
23540411,1275750467
23578741,498951656
23584751,214217169
23616182,387250402
23636304,1488329815
23650588,992868823
23691407,223632351
23725658,333808196
23741029,1489501193
23769095,1662676334
23772885,996311488
23775430,248118902
23780732,2068338195
23787086,506445024
23794850,1388775650
23798954,406054699
23856349,935486227
23860578,1662692783
23867340,260821763
23950362,1183795245
